mean_tr_1_angle_1,mean_tr_1_angle_2,mean_tr_1_angle_3,mean_tr_2_angle_1,mean_tr_2_angle_2,mean_tr_2_angle_3,mean_tr_1_slope_1,mean_tr_1_slope_2,mean_tr_1_slope_3,mean_tr_2_slope_1,mean_tr_2_slope_2,mean_tr_2_slope_3,std_tr_1_angle_1,std_tr_1_angle_2,std_tr_1_angle_3,std_tr_2_angle_1,std_tr_2_angle_2,std_tr_2_angle_3,std_tr_1_slope_1,std_tr_1_slope_2,std_tr_1_slope_3,std_tr_2_slope_1,std_tr_2_slope_2,std_tr_2_slope_3,mean_tr_1_ratio_1,mean_tr_1_ratio_2,mean_tr_1_ratio_3,mean_tr_2_ratio_1,mean_tr_2_ratio_2,mean_tr_2_ratio_3,std_tr_1_ratio_1,std_tr_1_ratio_2,std_tr_1_ratio_3,std_tr_2_ratio_1,std_tr_2_ratio_2,std_tr_2_ratio_3
81.06221277583059,33.72220098446035,65.21558623970907,73.21197377341522,71.10856412818289,35.67946209840189,-0.858697600373521,-0.3068274642197346,0.43183469142719716,0.23588290643156035,-0.9922969496228086,0.852732701000921,6.711563515852189,5.35355176899559,4.8147947429716,6.603866828079105,5.978413661642518,4.11425137976338,0.12917301529490371,0.061521554409208194,0.07227316871793958,0.051325099009953086,0.20406252620083476,0.1543551576712957,0.6122758563752515,0.9227506988495182,1.816008536739116,1.6348959577756346,0.6135735182696163,1.0128280031710903,0.09194744656142867,0.04663841430629528,0.29901191737001265,0.1860221374631647,0.07507350337042988,0.06700300486865791
