mean_tr_1_angle_1,mean_tr_1_angle_2,mean_tr_1_angle_3,mean_tr_2_angle_1,mean_tr_2_angle_2,mean_tr_2_angle_3,mean_tr_1_slope_1,mean_tr_1_slope_2,mean_tr_1_slope_3,mean_tr_2_slope_1,mean_tr_2_slope_2,mean_tr_2_slope_3,std_tr_1_angle_1,std_tr_1_angle_2,std_tr_1_angle_3,std_tr_2_angle_1,std_tr_2_angle_2,std_tr_2_angle_3,std_tr_1_slope_1,std_tr_1_slope_2,std_tr_1_slope_3,std_tr_2_slope_1,std_tr_2_slope_2,std_tr_2_slope_3,mean_tr_1_ratio_1,mean_tr_1_ratio_2,mean_tr_1_ratio_3,mean_tr_2_ratio_1,mean_tr_2_ratio_2,mean_tr_2_ratio_3,std_tr_1_ratio_1,std_tr_1_ratio_2,std_tr_1_ratio_3,std_tr_2_ratio_1,std_tr_2_ratio_2,std_tr_2_ratio_3
19.481126175839773,105.22906718223541,55.28980664192481,57.662820202293375,50.10011341330761,72.23706638439903,-0.5185209271468162,-0.05964106579616429,-0.2992292503980093,-0.4518515053214152,0.43183469142719716,-0.5142861004696723,5.526528516586982,14.441383969559224,12.942142279895611,7.277012229966178,5.166276296594056,8.912973347958241,0.11158623171252349,0.09144397781762906,0.2692548096677692,0.08112607323251536,0.07227316871793958,0.07900000449448913,1.184608895391579,2.5715686189660105,0.3535927336257615,0.8153397857874108,1.1346003592300484,1.1029871613247948,0.12664672139530314,0.7683731841462127,0.08278069709490621,0.08736528158389993,0.14838898987286173,0.12225090777800007
